"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"29903","14994","mea","1","","width","1","",""
"29904","14994","mea","1","","height","2.6","",""
"29905","14995","mea","1","","width","1.1","",""
"29906","14995","mea","1","","height","2","",""
"29907","14996","mea","1","","height","2.1","",""
"29908","14996","mea","1","","width","1.7","",""
"29909","14997","mea","1","","height","2.1","",""
"29910","14997","mea","1","","width","1.5","",""
"29911","14998","mea","1","","height","2.5","",""
"29912","14998","mea","1","","width","2","",""
"29959","15023","mea","1","","height","1.6","",""
"29960","15023","mea","1","","width","0.9","",""
"29961","15024","mea","1","","height","6.7","",""
"29962","15024","mea","1","","width","3.6","",""
"29963","15025","mea","1","","height","2.5","",""
"29964","15025","mea","1","","width","2.5","",""
"29965","15026","mea","1","","height","5.5","",""
"29966","15026","mea","1","","width","3.4","",""
"29967","15027","mea","1","","height","3.9","",""
"29968","15027","mea","1","","width","2.3","",""
"29969","15028","mea","1","","width","4.1","",""
"29970","15029","mea","1","","height","4.6","",""
"29971","15029","mea","1","","width","2.7","",""
"29972","15030","mea","1","","height","2.2","",""
"29973","15030","mea","1","","width","1","",""
"29974","15031","mea","1","","width","16","",""
"29975","15032","mea","1","","width","13","",""
"29976","15033","mea","1","","width","9.5","",""
"29977","15034","mea","1","","width","7.4","",""
"29978","15035","mea","1","","width","10.1","",""
"29979","15036","mea","1","","width","22","",""
"29980","15036","mea","1","","height","46.5","",""
"29981","15037","mea","1","","width","5.5","",""
"29982","15037","mea","1","","height","3.8","",""
"29983","15038","mea","1","","height","3.3","",""
"29984","15038","mea","1","","width","3.2","",""
"29985","15039","mea","1","","height","2.9","",""
"29986","15039","mea","1","","width","2.7","",""
"29987","15040","mea","1","","height","2.8","",""
"29988","15040","mea","1","","width","2.9","",""
"29989","15041","mea","1","","height","1.7","",""
"29990","15041","mea","1","","width","1.7","",""
"29991","15042","mea","1","","height","1.6","",""
"29992","15042","mea","1","","width","1.6","",""
"29993","15043","mea","1","","height","1.5","",""
"29994","15043","mea","1","","width","1.5","",""
"29995","15044","mea","1","","width","1.5","",""
"29996","15045","mea","1","","width","29.4","",""
"29997","15046","mea","1","","width","27","",""
"29998","15047","mea","1","","width","28.5","",""
"29999","15048","mea","1","","width","28.6","",""
"30000","15049","mea","1","","width","25","",""
"30001","15050","mea","1","","width","29.4","",""
"30002","15051","mea","1","","width","33.1","",""
"30003","15052","mea","1","","width","28","",""
"30004","15053","mea","1","","width","31","",""
"30005","15054","mea","1","","width","31.1","",""
"30006","15055","mea","1","","width","26.7","",""
"30007","15056","mea","1","","width","28.4","",""
"30008","15057","mea","1","","width","30.8","",""
"30009","15058","mea","1","","width","32.7","",""
"30010","15059","mea","1","","width","27.5","",""
"30011","15060","mea","1","","width","31.2","",""
"30012","15061","mea","1","","width","4.5","",""
"30013","15062","mea","1","","width","1.7","",""
"30014","15062","mea","1","","height","3.5","",""
"30015","15063","mea","1","","width","23.8","",""
"30016","15064","mea","1","","width","24","",""
"30017","15065","mea","1","","width","25","",""
"30018","15066","mea","1","","height","31.5","",""
"30019","15067","mea","1","","height","28.4","",""
"30020","15068","mea","1","","width","27.7","",""
"30021","15068","mea","1","","height","30.1","",""
"30022","15069","mea","1","","width","29.5","",""
"30023","15069","mea","1","","height","30","",""
"30024","15070","mea","1","","width","27.5","",""
"30025","15070","mea","1","","height","29","",""
"30026","15071","mea","1","","width","27.8","",""
"30027","15071","mea","1","","height","28","",""
"30028","15072","mea","1","","width","26.7","",""
"30029","15072","mea","1","","height","27.7","",""
"30030","15073","mea","1","","height","27.3","",""
"30031","15073","mea","1","","width","27.3","",""
"30032","15074","mea","1","","height","27.1","",""
"30033","15074","mea","1","","width","28","",""
"30034","15075","mea","1","","height","26.9","",""
"30035","15075","mea","1","","width","27.3","",""
"30036","15076","mea","1","","height","25.7","",""
"30037","15076","mea","1","","width","26.7","",""
"30038","15077","mea","1","","height","25.1","",""
"30039","15077","mea","1","","width","25.5","",""
"30040","15078","mea","1","","height","23.5","",""
"30041","15078","mea","1","","width","25","",""
"30042","15079","mea","1","","height","31.6","",""
"30043","15079","mea","1","","width","30.9","",""
"30044","15080","mea","1","","height","27.7","",""
"30045","15080","mea","1","","width","27.8","",""
"30046","15081","mea","1","","height","32.2","",""
"30047","15081","mea","1","","width","31.3","",""
"30048","15082","mea","1","","height","29.6","",""
"30049","15082","mea","1","","width","30.7","",""
"30050","15083","mea","1","","height","27","",""
"30051","15083","mea","1","","width","28.2","",""
"30052","15084","mea","1","","height","26.5","",""
"30053","15084","mea","1","","width","28.2","",""
"30054","15085","mea","1","","height","25.5","",""
"30055","15085","mea","1","","width","26","",""
"30056","15086","mea","1","","height","7.5","",""
"30057","15086","mea","1","","width","7.5","",""
"30058","15087","mea","1","","height","5.9","",""
"30059","15087","mea","1","","width","6","",""
"30060","15088","mea","1","","height","3.3","",""
"30061","15088","mea","1","","width","3.4","",""
"30062","15089","mea","1","","height","2.8","",""
"30063","15089","mea","1","","width","2.5","",""
"30064","15090","mea","1","","height","7.2","",""
"30065","15090","mea","1","","width","6.8","",""
"30066","15091","mea","1","","height","3.3","",""
"30067","15091","mea","1","","width","3.5","",""
"30068","15092","mea","1","","height","4.8","",""
"30069","15092","mea","1","","width","5","",""
"30070","15093","mea","1","","height","4","",""
"30071","15093","mea","1","","width","4","",""
"30072","15094","mea","1","","height","5.3","",""
"30073","15094","mea","1","","width","5.3","",""
"30074","15095","mea","1","","height","7","",""
"30075","15095","mea","1","","width","7","",""
"30076","15096","mea","1","","height","4.6","",""
"30077","15096","mea","1","","width","4.6","",""
"30078","15097","mea","1","","height","1.8","",""
"30079","15097","mea","1","","width","1.8","",""
"30080","15098","mea","1","","height","2.6","",""
"30081","15098","mea","1","","width","2.6","",""
"30082","15099","mea","1","","height","3.5","",""
"30083","15099","mea","1","","width","3.5","",""
"30084","15100","mea","1","","height","6.8","",""
"30085","15100","mea","1","","width","6.8","",""
"30086","15101","mea","1","","height","5.3","",""
"30087","15101","mea","1","","width","4.8","",""
"30088","15102","mea","1","","height","3.4","",""
"30089","15102","mea","1","","width","3.6","",""
"30090","15103","mea","1","","height","2.5","",""
"30091","15103","mea","1","","width","2.5","",""
"30092","15104","mea","1","","height","3.8","",""
"30093","15104","mea","1","","width","3.8","",""
"30094","15105","mea","1","","height","2.9","",""
"30095","15105","mea","1","","width","2.9","",""
"30096","15106","mea","1","","height","2.9","",""
"30097","15106","mea","1","","width","2.9","",""
"30098","15107","mea","1","","height","3.8","",""
"30099","15107","mea","1","","width","3.8","",""
"30100","15108","mea","1","","height","6.7","",""
"30101","15108","mea","1","","width","5.9","",""
"30102","15109","mea","1","","height","7","",""
"30103","15109","mea","1","","width","6.7","",""
"30104","15110","mea","1","","height","4.5","",""
"30105","15110","mea","1","","width","4.5","",""
"30106","15111","mea","1","","width","5.1","",""
"30107","15111","mea","1","","height","5.2","",""
"30108","15112","mea","1","","width","3.6","",""
"30109","15113","mea","1","","width","7.1","",""
"30110","15113","mea","1","","height","8.6","",""
"30113","15115","mea","1","","width","3.3","",""
"30114","15115","mea","1","","height","11.1","",""
"30115","15116","mea","1","","height","22.8","",""
"30116","15116","mea","1","","width","8.6","",""
"30117","15117","mea","1","","height","16.1","",""
"30118","15117","mea","1","","width","7.9","",""
"30119","15118","mea","1","","height","14.9","",""
"30120","15118","mea","1","","width","5.9","",""
"30121","15119","mea","1","","height","14.5","",""
"30122","15119","mea","1","","width","5.6","",""
"30123","15120","mea","1","","height","13.2","",""
"30124","15120","mea","1","","width","5.2","",""
"30125","15121","mea","1","","height","13","",""
"30126","15121","mea","1","","width","5.9","",""
"30127","15122","mea","1","","height","11.4","",""
"30128","15122","mea","1","","width","5.3","",""
"30129","15123","mea","1","","height","10.7","",""
"30130","15123","mea","1","","width","5","",""
"30131","15124","mea","1","","height","7.6","",""
"30132","15124","mea","1","","width","3.8","",""
"30133","15125","mea","1","","height","6.8","",""
"30134","15125","mea","1","","width","3.4","",""
"30135","15126","mea","1","","width","5.5","",""
"30136","15127","mea","1","","width","5","",""
"30137","15128","mea","1","","width","5.5","",""
"30138","15129","mea","1","","width","3.9","",""
"30139","15130","mea","1","","width","5.3","",""
"30140","15131","mea","1","","width","4.3","",""
"30141","15132","mea","1","","width","12.4","",""
"30142","15132","mea","1","","height","9.2","",""
"30143","15133","mea","1","","width","7.8","",""
"30144","15134","mea","1","","height","4.8","",""
"30145","15134","mea","1","","width","5.5","",""
"30146","15135","mea","1","","height","4.2","",""
"30147","15135","mea","1","","width","5.5","",""
"30148","15136","mea","1","","height","4.1","",""
"30149","15136","mea","1","","width","5.5","",""
"30150","15137","mea","1","","height","3.9","",""
"30151","15137","mea","1","","width","4.5","",""
"30152","15138","mea","1","","height","3.5","",""
"30153","15139","mea","1","","height","16","",""
"30154","15139","mea","1","","width","6","",""
"30155","15140","mea","1","","height","6.7","",""
"30156","15140","mea","1","","width","7.7","",""
"30175","15150","mea","1","","height","3.8","",""
"30176","15150","mea","1","","width","1.7","",""
"30177","15151","mea","1","","width","4.4","",""
"30178","15152","mea","1","","height","8.9","",""
"30179","15152","mea","1","","width","16.3","",""
"30180","15153","mea","1","","height","8.47","",""
"30181","15154","mea","1","","width","4","",""
"30182","15154","mea","1","","height","6.6","",""
"30183","15155","mea","1","","width","13.6","",""
"30184","15155","mea","1","","height","17.2","",""
"30185","15156","mea","1","","width","8.4","",""
"30186","15156","mea","1","","height","11.9","",""
"30187","15157","mea","1","","width","5.3","",""
"30188","15157","mea","1","","height","7","",""
"30189","15158","mea","1","","width","5.5","",""
"30190","15158","mea","1","","height","6.5","",""
"30191","15159","mea","1","","height","4.4","",""
"30192","15160","mea","1","","height","2.4","",""
"30193","15161","mea","1","","height","2","",""
"30194","15162","mea","1","","height","6.8","",""
"30195","15162","mea","1","","width","2.5","",""
"30196","15163","mea","1","","height","6","",""
"30197","15163","mea","1","","width","2.1","",""
"30198","15164","mea","1","","height","25","",""
"30199","15164","mea","1","","width","18.8","",""
"30200","15165","mea","1","","height","19.5","",""
"30201","15165","mea","1","","width","5.2","",""
"30202","15166","mea","1","","height","18","",""
"30203","15166","mea","1","","width","13.7","",""
"30204","15167","mea","1","","height","14.2","",""
"30205","15167","mea","1","","width","13.3","",""
"30206","15168","mea","1","","height","10","",""
"30207","15168","mea","1","","width","11.5","",""
"30208","15169","mea","1","","height","9.4","",""
"30209","15169","mea","1","","width","7.4","",""
"30210","15170","mea","1","","height","9.2","",""
"30211","15170","mea","1","","width","9","",""
"30212","15171","mea","1","","height","8.6","",""
"30213","15171","mea","1","","width","13.8","",""
"30214","15172","mea","1","","width","4","",""
"30215","15172","mea","1","","height","12.3","",""
"30216","15173","mea","1","","width","3","",""
"30217","15173","mea","1","","height","8.5","",""
"30218","15174","mea","1","","height","8.4","",""
"30219","15174","mea","1","","width","9.2","",""
"30220","15175","mea","1","","height","3.9","",""
"30221","15175","mea","1","","width","1.9","",""
"30222","15176","mea","1","","width","17.7","",""
"30264","15198","mea","1","","width","12.5","",""
"30265","15199","mea","1","","width","8.8","",""
"30266","15199","mea","1","","height","17","",""
"30267","15200","mea","1","","width","4.6","",""
"30268","15200","mea","1","","height","14.7","",""
"30269","15201","mea","1","","width","4.7","",""
"30270","15201","mea","1","","height","7.9","",""
"30271","15202","mea","1","","width","4.5","",""
"30272","15203","mea","1","","width","4.5","",""
"30273","15204","mea","1","","width","3.2","",""
"30274","15205","mea","1","","width","3.7","",""
"30275","15206","mea","1","","width","5.4","",""
"30276","15207","mea","1","","width","6.7","",""
"30277","15208","mea","1","","height","21.2","",""
"30278","15208","mea","1","","width","20.5","",""
"30279","15209","mea","1","","width","9.2","",""
"30280","15210","mea","1","","width","6.5","",""
"30320","15233","mea","1","","height","2.5","",""
"30321","15233","mea","1","","width","1","",""
"30322","15234","mea","1","","width","11","",""
